0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,white,white,white,white,white,white,white,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,white,white,white,white,white,straw-yellow,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,white,white,white,white,white,white,white,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,black,black,black,black,black,black,black,black,black,black,black,black,black,black,straw-yellow,white,white,white,white,white,white,white,straw-yellow,black,black,black,black,black,black,black,black,black,black,black,black,black,black,black,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,black,black,black,black,straw-yellow,straw-yellow,black,black,black,black,black,black,black,black,black,black,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,black,black,black,black,black,black,black,black,black,black,straw-yellow,straw-yellow,black,black,black,black,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,straw-yellow,black,black,black,straw-yellow,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,black,black,black,white,white,white,white,white,white,white,white,black,black,black,white,white,white,white,white,white,white,white,white,straw-yellow,black,black,white,white,white,white,white,white,white,white,black,black,black,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,black,black,black,white,white,white,white,white,white,white,white,straw-yellow,black,black,white,white,white,white,white,white,white,white,white,black,black,black,white,white,white,white,white,white,white,white,white,black,black,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,black,white,white,white,white,white,white,white,white,white,white,black,white,white,white,white,white,white,white,white,white,white,white,black,white,white,white,white,white,white,white,white,white,white,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,black,black,black,black,straw-yellow,white,white,white,white,white,black,straw-yellow,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,black,black,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,straw-yellow,black,black,black,black,straw-yellow,white,white,white,white,white,black,straw-yellow,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,black,black,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,straw-yellow,black,white,white,white,white,white,white,black,black,black,black,straw-yellow,white,black,white,white,black,black,white,white,black,black,black,straw-yellow,white,straw-yellow,black,black,black,white,white,black,black,black,white,black,black,white,white,black,black,black,black,white,white,black,black,black,black,straw-yellow,white,white,white,white,white
white,white,white,white,straw-yellow,black,black,black,black,white,white,black,black,white,straw-yellow,black,straw-yellow,white,black,white,white,black,black,white,black,black,white,white,white,white,white,white,white,black,straw-yellow,white,black,black,white,white,black,black,white,black,black,white,white,black,black,white,black,black,white,black,black,white,white,white,white,white
white,white,white,white,straw-yellow,black,straw-yellow,straw-yellow,straw-yellow,white,white,black,white,white,white,black,straw-yellow,white,black,white,white,black,black,white,black,straw-yellow,white,white,white,white,straw-yellow,black,black,black,black,white,black,black,white,white,black,black,white,black,straw-yellow,white,white,black,black,white,black,straw-yellow,white,straw-yellow,black,white,white,white,white,white
white,white,white,white,straw-yellow,black,white,white,white,white,white,black,straw-yellow,white,white,black,straw-yellow,white,black,white,white,black,black,white,black,black,white,white,white,white,black,white,white,black,black,white,black,black,white,white,black,black,white,black,black,white,white,black,black,white,black,straw-yellow,white,straw-yellow,black,white,white,white,white,white
white,white,white,white,straw-yellow,black,black,black,black,black,white,black,black,black,black,black,straw-yellow,white,black,black,black,black,black,white,white,black,black,black,black,white,black,black,black,black,black,white,black,black,black,white,black,black,white,white,black,black,black,black,white,white,black,straw-yellow,white,straw-yellow,black,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,straw-yellow,white,white,white,white,white,straw-yellow,white,white,white,white,white,white,straw-yellow,white,white,white,white,straw-yellow,white,white,white,white,white,straw-yellow,white,white,white,white,white,white,white,straw-yellow,straw-yellow,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,black,straw-yellow,white,white,white,white,straw-yellow,white,black,straw-yellow,black,white,black,straw-yellow,white,white,black,straw-yellow,black,white,white,straw-yellow,white,straw-yellow,white,black,white,white,black,straw-yellow,white,white,black,white,black,white,white,black,straw-yellow,black,straw-yellow,white,white,black,black,white,white,black,black,white,white,white,white,white,white
white,white,white,white,white,black,black,white,white,white,white,straw-yellow,white,black,black,black,white,black,black,straw-yellow,white,black,black,black,white,white,black,black,straw-yellow,white,black,white,white,straw-yellow,straw-yellow,black,white,black,black,black,white,white,black,black,black,black,white,white,black,black,white,white,straw-yellow,black,white,white,white,white,white,white
white,white,white,white,white,black,black,white,white,black,black,white,white,black,white,white,white,black,black,black,white,black,white,black,white,white,straw-yellow,white,straw-yellow,white,black,white,white,black,black,straw-yellow,white,black,white,black,white,white,straw-yellow,straw-yellow,white,black,white,straw-yellow,straw-yellow,straw-yellow,black,white,white,straw-yellow,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white
